gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	updown	symbol	genename	ensembl	refseq	entrezid	GO
88	FBgn0035880	18247.0449259343	-0.54259191897511	0.0941018013353689	-5.76600990921917	8.11702888635436e-09	4.76174430942225e-06	-1	Culd	CUB and LDLa domain	FBgn0035880	NM_001104080	38946	GO:0005041|GO:0005769|GO:0005769|GO:0005886|GO:0006897|GO:0006898|GO:0045494|GO:0046154|GO:0071813
89	FBgn0035917	7623.59131090424	0.380042608275702	0.111276229833558	3.41530809270005	0.000637099052746901	0.0264314179140081	1	Zasp66	Z band alternatively spliced PDZ-motif protein 66	FBgn0035917	NM_001169911	38988	GO:0001725|GO:0003779|GO:0005912|GO:0007498|GO:0008157|GO:0030018|GO:0030018|GO:0030036|GO:0030239|GO:0031941|GO:0051371|GO:0051371|GO:0061061
90	FBgn0035918	37.6627463096075	1.11390580956199	0.335814460521939	3.31702752713718	0.000909806521104247	0.0325262131893945	1	Cdc6	Cdc6	FBgn0035918	NM_139990	38989	GO:0003688|GO:0005634|GO:0005634|GO:0006270|GO:0033314|GO:0051301
91	FBgn0035969	152.54151726702	1.05010290435656	0.155549006321692	6.75094575779444	1.46884509825329e-11	1.8956914838057e-08	1	CG4476	uncharacterized protein	FBgn0035969	NM_140036	39056	GO:0003333|GO:0005326|GO:0005416|GO:0005886|GO:0005887|GO:0006836|GO:0007632|GO:0015179|GO:0016021|GO:0035725
92	FBgn0036043	7855.56512974077	0.385014970630363	0.0999411297954423	3.85241763244427	0.00011695732436483	0.00829368806732139	1	Ae2	Anion exchanger 2	FBgn0036043	NM_001169931	39147	GO:0005452|GO:0005886|GO:0015701|GO:0016021|GO:0022857|GO:0050801|GO:0051452|GO:0051453|GO:0055085
93	FBgn0036090	551.81015687125	-0.315801766992258	0.0886355184026277	-3.56292570612297	0.000366744497527958	0.0185414825703138	-1	CG8009	uncharacterized protein	FBgn0036090	NM_140143	39204	GO:0005737|GO:0005737|GO:0010867|GO:0030176|GO:0031965|GO:0035307|GO:0071595|GO:0071595
94	FBgn0036126	704.383695495341	-0.260393477157955	0.0832131228872993	-3.12923572776642	0.00175261645275586	0.04938704790233	-1	Irbp18	Inverted repeat binding protein 18 kDa	FBgn0036126	NM_001274769	39243	GO:0000978|GO:0000981|GO:0003693|GO:0006302|GO:0006357|GO:1990391
95	FBgn0036235	280.405874215986	0.562433467325519	0.164381046585723	3.42152260864343	0.000622715473827748	0.0260933957961718	1	CG6938	uncharacterized protein	FBgn0036235	NM_001274804	39362	GO:0005229|GO:0005254|GO:0005886|GO:0005886|GO:0006821|GO:0046983|GO:0055085|GO:1902476
96	FBgn0036398	6175.78616334872	0.204493052958466	0.0638601769954836	3.20219990891865	0.00136382316566716	0.0424754510677548	1	upSET	upSET	FBgn0036398	NM_001274890	39551	GO:0000785|GO:0000791|GO:0003682|GO:0005634|GO:0005700|GO:0006355|GO:0034967|GO:0035064|GO:0035064|GO:0035065|GO:0035065|GO:0045814|GO:0070210
97	FBgn0036417	117.546066386828	0.992925098692695	0.248563343069203	3.99465619681601	6.47881977737204e-05	0.00546507503573618	1	CG7906	uncharacterized protein	FBgn0036417	NM_001274906	39575	NA
98	FBgn0036474	76.1142542479715	0.802851948297726	0.228023437837692	3.52091853324832	0.000430054719623797	0.0208657376370854	1	Or71a	Odorant receptor 71a	FBgn0036474	NM_001259834	39641	GO:0004984|GO:0005549|GO:0005886|GO:0016021|GO:0032590|GO:0050911
99	FBgn0036505	2223.90498118495	-0.228978861120873	0.064642421858361	-3.54223827848827	0.000396746912749657	0.0195435712059048	-1	CG7945	uncharacterized protein	FBgn0036505	NM_140516	39679	GO:0000774|GO:0050821|GO:0051087
100	FBgn0036615	2155.19394235762	-0.708916332979664	0.119641636092792	-5.92533131551159	3.11668367730184e-09	2.11704839680303e-06	-1	NA	NA	FBgn0036615	NA	NA	NA
101	FBgn0036617	47.7896769545576	-1.18679714413508	0.287142514010129	-4.13312932160654	3.57857236329203e-05	0.0034725605203494	-1	Cpr72Ea	Cuticular protein 72Ea	FBgn0036617	NM_140625	39814	GO:0008010|GO:0031012|GO:0040003|GO:0062129
102	FBgn0036619	11598.0619801792	-1.31407506781823	0.148202443667849	-8.86675708778008	7.53069480385374e-19	4.85955735692682e-15	-1	Cpr72Ec	Cuticular protein 72Ec	FBgn0036619	NM_140627	39816	GO:0005212|GO:0005615|GO:0008010|GO:0031012|GO:0040003|GO:0062129
103	FBgn0036620	3941.71091395916	-0.619795708525977	0.0942760177630587	-6.57426695815358	4.88934409612887e-11	5.25848957538659e-08	-1	CG4842	uncharacterized protein	FBgn0036620	NM_140628	39817	GO:0004022|GO:0005737|GO:0005829|GO:0006066|GO:0016616
104	FBgn0036646	531.791832522892	-0.305623609312551	0.0804540565489312	-3.7987346123023	0.000145436718974825	0.00971121128902502	-1	NA	NA	FBgn0036646	NA	NA	NA
105	FBgn0036656	147.837081294907	1.69517957622809	0.379978954173844	4.46124596535557	8.14844996562368e-06	0.00120878040524528	1	CG13026	uncharacterized protein	FBgn0036656	NM_001300158	39868	NA
106	FBgn0036746	2417.77652679028	0.203820684505089	0.0539371133504781	3.77885785582706	0.000157549320287544	0.0103027360563282	1	Crtc	CREB-regulated transcription coactivator	FBgn0036746	NM_001275068	39970	GO:0005634|GO:0005634|GO:0005737|GO:0005829|GO:0006979|GO:0008140|GO:0032793|GO:0032793|GO:0042594|GO:0045944|GO:0051289|GO:0071320
107	FBgn0036832	7.19551840082176	5.57716409953147	1.51575184564205	3.67947043281947	0.000233718783708218	0.0135263435988263	1	CG18223	uncharacterized protein	FBgn0036832	NM_001275097	40068	GO:0006508
108	FBgn0036843	915.073748672953	0.360393723036526	0.0768652848907247	4.68864095864445	2.75025441197604e-06	0.000486229910150175	1	Sfxn2	Sideroflexin 2	FBgn0036843	NM_140829	40080	GO:0005739|GO:0006730|GO:0022857|GO:0022889|GO:0022889|GO:0031305|GO:0140300|GO:0140300|GO:1990542|GO:1990542
109	FBgn0036844	2529.16248532599	0.221528956387502	0.0683077813511729	3.24309986366873	0.0011823676075385	0.0381070648963847	1	Mkp3	Mitogen-activated protein kinase phosphatase 3	FBgn0036844	NM_001275102	40081	GO:0002385|GO:0004721|GO:0005737|GO:0005829|GO:0005829|GO:0006470|GO:0006470|GO:0007428|GO:0007474|GO:0008330|GO:0017017|GO:0033550|GO:0035160|GO:0042059|GO:0042127|GO:0043409|GO:0046627|GO:0070373|GO:0070373
110	FBgn0036872	12.7250482952466	5.11523890874147	1.29974336072201	3.93557610165437	8.29973580694772e-05	0.00661212285953502	1	CG12519	uncharacterized protein	FBgn0036872	NM_001275117	40114	NA
111	FBgn0036911	811.583994851111	-0.277747962883629	0.0813434914340321	-3.41450751605464	0.000638974305684993	0.0264314179140081	-1	Fibp	fibp	FBgn0036911	NM_001275137	40163	GO:0005634
112	FBgn0036991	823.286477111243	-0.279286022344206	0.0821802565521827	-3.3984564427207	0.000677672530937274	0.0272462357765622	-1	CtIP	CTBP-interacting protein	FBgn0036991	NM_001300200	40262	NA
113	FBgn0036992	2770.06550350285	-0.493150746018355	0.122622312784547	-4.02170481717177	5.77784365132295e-05	0.00497125667759827	-1	Hpd	4-hydroxyphenylpyruvate dioxygenase	FBgn0036992	NM_140968	40263	GO:0000139|GO:0003868|GO:0005789|GO:0006572
114	FBgn0037065	74.6404910942073	-1.00539883222543	0.266404599618347	-3.77395448001187	0.000160680091439304	0.0103686863005783	-1	CG12974	uncharacterized protein	FBgn0037065	NM_001275213	40350	NA
115	FBgn0037106	320.578984327993	-0.386588148410838	0.115684900539035	-3.34173385298796	0.000832568501016712	0.0309929863895474	-1	CG11307	uncharacterized protein	FBgn0037106	NM_001170019	40400	NA
116	FBgn0037140	631.624274746829	0.480296992647583	0.124224408992272	3.86636568886766	0.00011046925676391	0.00796489512734648	1	SLC22A	SLC22A family member	FBgn0037140	NM_141113	40437	GO:0007613|GO:0015220|GO:0015870|GO:0016021|GO:0032223|GO:0055085|GO:0090328
117	FBgn0037217	606.032255462538	-0.602486064722848	0.130677799775706	-4.61046991728473	4.01759777590791e-06	0.000648138961198343	-1	CG14636	uncharacterized protein	FBgn0037217	NM_001043190	40526	GO:0007605
118	FBgn0037225	411.915445041789	-0.398280132501911	0.0900719633584483	-4.42179916648341	9.7882417347949e-06	0.00137312008510068	-1	TwdlG	TweedleG	FBgn0037225	NM_001275316	40535	GO:0005214|GO:0010171|GO:0031012|GO:0040003
119	FBgn0037228	749.803921190384	-0.421240765564156	0.127206019860484	-3.3114845195704	0.000928023743818562	0.0328250811252044	-1	CG1092	uncharacterized protein	FBgn0037228	NM_141190	40538	GO:0003674|GO:0005575
120	FBgn0037262	879.289669863028	-0.263075594629241	0.0741156510912113	-3.54952821375722	0.000385922108161439	0.0191565797228136	-1	MED31	Mediator complex subunit 31	FBgn0037262	NM_001259979	40577	GO:0003713|GO:0005515|GO:0005634|GO:0006357|GO:0006357|GO:0008595|GO:0016592|GO:0016592|GO:0070847
121	FBgn0037270	7210.42163858353	-0.21444499630889	0.0636027482287454	-3.37163097949235	0.000747244975146245	0.0292240716643559	-1	eIF3f1	eukaryotic translation initiation factor 3 subunit f1	FBgn0037270	NM_141232	40587	GO:0003743|GO:0003743|GO:0005852|GO:0006413|GO:0006413|GO:0008233|GO:0016579|GO:0031369|GO:0045747|GO:0071541|GO:0140492
122	FBgn0037324	3073.30789840162	0.470981168456571	0.1265585079023	3.72145007287978	0.000198082033051561	0.0120020972702509	1	Orco	Odorant receptor co-receptor	FBgn0037324	NM_001104217	40650	GO:0004984|GO:0004984|GO:0005516|GO:0005516|GO:0005549|GO:0005549|GO:0005886|GO:0005886|GO:0005929|GO:0007608|GO:0007608|GO:0007608|GO:0015278|GO:0016021|GO:0019236|GO:0030425|GO:0032590|GO:0032880|GO:0042048|GO:0042803|GO:0048149|GO:0050911|GO:0050911
123	FBgn0037368	181.631765574536	-0.643690248229513	0.128664912159014	-5.00284216907551	5.64911903165383e-07	0.000148790878005152	-1	CG1239	uncharacterized protein	FBgn0037368	NM_001300256	40706	GO:0008171|GO:0008173|GO:0017069|GO:0040031
124	FBgn0037419	26.4961421807442	1.54173180131159	0.432941496424401	3.56106267023264	0.000369356903629295	0.0185483276196097	1	Osi12	Osiris 12	FBgn0037419	NM_141374	40766	GO:0003674|GO:0005887|GO:0008150
125	FBgn0037442	4542.91186945286	0.156508955228999	0.0499189210288231	3.13526318284465	0.00171699995975564	0.0489174425620448	1	gzl	godzilla E3 ubiquitin protein ligase	FBgn0037442	NM_001104225	40791	GO:0005768|GO:0006511|GO:0008270|GO:0016197|GO:0016567|GO:0061630|GO:0061630|GO:1904300
126	FBgn0037492	751.075835060165	0.424390714486081	0.132572208796449	3.20120422175126	0.00136854498459385	0.0424754510677548	1	CG10050	uncharacterized protein	FBgn0037492	NM_141456	40873	GO:0005829|GO:0006400|GO:0016432
127	FBgn0037697	650.113365675237	-0.549604455328309	0.097912491934989	-5.61322099424484	1.98594700596671e-08	1.02522528236025e-05	-1	GstZ2	Glutathione S transferase Z2	FBgn0037697	NM_141638	41133	GO:0004364|GO:0004364|GO:0005737|GO:0005739|GO:0006559|GO:0006749|GO:0006749|GO:0016034|GO:0016034
128	FBgn0037796	2075.40090462104	0.33957125926845	0.101169970980253	3.35644318149235	0.000789519416600412	0.0303260047340623	1	CG12814	uncharacterized protein	FBgn0037796	NM_001043235	41246	NA
129	FBgn0037836	802.797846156434	0.391376362044292	0.121912816448166	3.21029710777534	0.00132597839878536	0.041841264583677	1	CG14692	uncharacterized protein	FBgn0037836	NM_141762	41298	GO:0003674|GO:0005575|GO:0008150
130	FBgn0037896	1223.46806256556	-0.547240993578735	0.123554509493936	-4.42914625957537	9.46068496745867e-06	0.001341753848242	-1	ninaG	ninaG	FBgn0037896	NM_001260118	41369	GO:0001523|GO:0007601|GO:0016491|GO:0016491|GO:0016614|GO:0046154|GO:0050660|GO:0061541|GO:1990146
131	FBgn0037935	513.337016826364	0.521703669681392	0.119128048658713	4.37935209680138	1.19032676730997e-05	0.00153623572589025	1	CG6834	uncharacterized protein	FBgn0037935	NM_141847	41409	GO:0017022
132	FBgn0037995	12.2515215758193	-2.47653260156766	0.601458955598978	-4.11754215065488	3.82934507494975e-05	0.00364011494362926	-1	CG3809	uncharacterized protein	FBgn0037995	NM_169457	41476	GO:0004001|GO:0004001|GO:0005634|GO:0005829|GO:0006144|GO:0006166|GO:0006167
133	FBgn0038070	75.9361264998892	0.667885872377622	0.196237731531394	3.4034528791461	0.000665398894807364	0.0270051513722762	1	CG6753	uncharacterized protein	FBgn0038070	NM_141962	41557	GO:0004806|GO:0006629
134	FBgn0038321	2479.54477339131	-0.310857917908687	0.0939566418025723	-3.30852520848799	0.000937887410345064	0.0329819480052136	-1	CG6218	uncharacterized protein	FBgn0038321	NM_001275669	41863	GO:0045127|GO:0045127|GO:0046835|GO:0070062
135	FBgn0038334	725.512829577922	0.310171634061354	0.0902547469752314	3.43662404977408	0.000589012557112562	0.0252582356884098	1	h-cup	heineken-cup	FBgn0038334	NM_142205	41879	GO:0003674|GO:0005575|GO:0008150
136	FBgn0038354	297.980216229556	0.424795822254843	0.130079287323249	3.26566843189431	0.00109206037794692	0.0361307375354344	1	CG5404	uncharacterized protein	FBgn0038354	NM_142225	41901	GO:0005887|GO:0008271|GO:0008272|GO:0015116|GO:0055085
137	FBgn0038398	1964.27423870229	-0.653744628095496	0.190376082114996	-3.43396408221387	0.000594823009189751	0.0252582356884098	-1	sxe2	sex-specific enzyme 2	FBgn0038398	NM_001300423	41954	GO:0004806|GO:0005615|GO:0016042|GO:0016298|GO:0017171
138	FBgn0038439	280.741502840849	-0.623112325515675	0.128008523639939	-4.86774089566379	1.12881192908985e-06	0.000249490484096279	-1	Cad89D	Cadherin 89D	FBgn0038439	NM_142297	42006	GO:0005509|GO:0005509|GO:0005886|GO:0005887|GO:0007156|GO:0016339|GO:0044331|GO:0098609
139	FBgn0038466	140.924244250596	1.30636058852405	0.40685286047626	3.21089198437693	0.00132323662766272	0.041841264583677	1	CG8907	uncharacterized protein	FBgn0038466	NM_001260217	42050	GO:0042048|GO:0045202
140	FBgn0038491	563.693972878827	-0.384536762473236	0.097515347937265	-3.94334605379885	8.03525786584012e-05	0.00648143987603329	-1	CG5292	uncharacterized protein	FBgn0038491	NM_001275732	42079	GO:0002100|GO:0052717
141	FBgn0038526	29.1980512902467	-1.06101368259969	0.326031518750548	-3.25432855898661	0.00113660740888284	0.0372311046168578	-1	CG14327	uncharacterized protein	FBgn0038526	NM_001300448	42118	NA
142	FBgn0038629	80.5280098923632	1.10751348702316	0.353373365427682	3.1341170427	0.00172372086771879	0.0490007522440059	1	CG14304	uncharacterized protein	FBgn0038629	NM_001144608	42232	GO:0005576|GO:0008061
143	FBgn0038720	1056.2192821368	0.303226149196417	0.0844760791556166	3.5894912764338	0.000331323917807145	0.0171729577639318	1	CG6231	uncharacterized protein	FBgn0038720	NM_001275805	42339	GO:0016021|GO:0022857|GO:0055085
144	FBgn0038818	3722.04262642607	0.297277427038338	0.0694346737696711	4.28139733218115	1.85723405855061e-05	0.00204867203073967	1	Nep4	Neprilysin 4	FBgn0038818	NM_001275844	42449	GO:0004175|GO:0004222|GO:0005615|GO:0005886|GO:0006508|GO:0006508|GO:0008237|GO:0016021|GO:0016485|GO:0016529
145	FBgn0038820	3821.71677433629	1.30266439947678	0.345365127570726	3.77184693961323	0.000162043650274323	0.0104046534847782	1	CG4000	uncharacterized protein	FBgn0038820	NM_142649	42451	NA
146	FBgn0038966	1527.5197518857	-0.537517782639744	0.122473811796111	-4.38883851785865	1.13957644275565e-05	0.0014864968665085	-1	pinta	prolonged depolarization afterpotential (PDA) is not apparent	FBgn0038966	NM_001300537	42635	GO:0005501|GO:0007602|GO:0016063|GO:1902936
147	FBgn0038983	1612.07099666274	0.36615157104657	0.0924039288130268	3.96251085586905	7.41656336662805e-05	0.0060200104911762	1	CG5326	uncharacterized protein	FBgn0038983	NM_142803	42655	GO:0009922|GO:0009922|GO:0019367|GO:0030148|GO:0030176|GO:0030497|GO:0034625|GO:0034626|GO:0042761
148	FBgn0039028	31.0867281297048	1.11143082592975	0.310327095924665	3.58148173499989	0.000341651026870534	0.0175671241147056	1	CG13840	uncharacterized protein	FBgn0039028	NM_142845	42705	NA
149	FBgn0039048	2707.91938333264	0.235920454996618	0.0678357644840528	3.4778181802916	0.000505512692857535	0.0229723479366878	1	CG17111	uncharacterized protein	FBgn0039048	NM_142862	42727	GO:0000902|GO:0016021
150	FBgn0039126	472.738805223829	-0.299027001534591	0.0853121042953817	-3.50509466393245	0.000456444955316351	0.0218180688641216	-1	CG13601	uncharacterized protein	FBgn0039126	NM_001275961	42826	GO:0003674|GO:0005739|GO:0019216
151	FBgn0039155	489.111947830054	0.740314008045053	0.19942191873883	3.71230009583147	0.00020538426322681	0.0123863986037627	1	Kal1	Kallmann syndrome 1	FBgn0039155	NM_142963	42865	GO:0005576|GO:0009897|GO:0009986|GO:0009986|GO:0030182|GO:0030414|GO:0031012
152	FBgn0039273	307.123525430837	-0.391481633102656	0.104972518095762	-3.72937260346106	0.000191957126737794	0.0116858428192357	-1	shams	shams	FBgn0039273	NM_001104441	43008	GO:0006493|GO:0016266|GO:0030158|GO:0030176|GO:0035252|GO:0035252|GO:0045746|GO:0045746
153	FBgn0003159	2990.26191258349	0.182936677005289	0.0576940591105427	3.17080614235826	0.00152016554982502	0.0453887604348504	1	CG2841	uncharacterized protein	FBgn0003159	NM_001258559	44529	GO:0003674|GO:0005575|GO:0008150
154	FBgn0003204	4059.65609055986	0.153457067922122	0.048425013779169	3.16896281376248	0.00152983967063071	0.0453887604348504	1	ras	raspberry	FBgn0003204	NM_001272498	43873	GO:0003938|GO:0003938|GO:0005737|GO:0006164|GO:0006183|GO:0007411
155	FBgn0003249	21051.115005346	-0.415303010927345	0.0923349030927494	-4.4977900773901	6.86634429383502e-06	0.00104255340536747	-1	Rh3	Rhodopsin 3	FBgn0003249	NM_079687	42398	GO:0005887|GO:0007186|GO:0007186|GO:0007601|GO:0007602|GO:0007602|GO:0007604|GO:0007604|GO:0007604|GO:0008020|GO:0008020|GO:0008020|GO:0008020|GO:0008020|GO:0009589|GO:0016021|GO:0016039|GO:0071482
156	FBgn0003250	43105.3256282086	-0.422259262506431	0.134146091547365	-3.14775673026102	0.00164528556380371	0.0473974452822558	-1	Rh4	Rhodopsin 4	FBgn0003250	NM_057353	39887	GO:0005887|GO:0007186|GO:0007186|GO:0007601|GO:0007602|GO:0007602|GO:0007604|GO:0007604|GO:0007604|GO:0008020|GO:0008020|GO:0008020|GO:0008020|GO:0008020|GO:0009589|GO:0016021|GO:0071482
157	FBgn0003301	9864.02466930786	0.213848705731659	0.0674675530645786	3.16965261104056	0.00152621286999068	0.0453887604348504	1	rut	rutabaga	FBgn0003301	NM_001258743	32406	GO:0001661|GO:0004016|GO:0005887|GO:0006171|GO:0006979|GO:0007189|GO:0007268|GO:0007274|GO:0007528|GO:0007591|GO:0007611|GO:0007612|GO:0007613|GO:0007614|GO:0007615|GO:0007617|GO:0007619|GO:0007623|GO:0008294|GO:0008294|GO:0008306|GO:0008306|GO:0008340|GO:0008355|GO:0009190|GO:0009408|GO:0010738|GO:0016020|GO:0030431|GO:0048149|GO:0048675|GO:0072375|GO:0090328
158	FBgn0003356	32.6790291403167	-2.23134943064705	0.658443694747715	-3.38882344602297	0.000701931900423642	0.0278742557134385	-1	Jon99Ciii	Jonah 99Ciii	FBgn0003356	NM_001300669	43543	GO:0004252|GO:0004252|GO:0005615|GO:0006508|GO:0006508|GO:0017171|GO:0004252|GO:0006508
159	FBgn0003388	80.9613920244232	1.02232877175986	0.298702982244604	3.42255964127833	0.000620344869116445	0.026078732510804	1	shd	shade	FBgn0003388	NM_001274914	39592	GO:0004501|GO:0005506|GO:0005739|GO:0007295|GO:0007298|GO:0007391|GO:0007417|GO:0007494|GO:0008258|GO:0020037|GO:0035074|GO:0045456|GO:0045456
160	FBgn0003499	965.328883473546	0.50673807742842	0.106118607972297	4.77520471773157	1.79524532450542e-06	0.000343513723806339	1	sr	stripe	FBgn0003499	NM_001170172	42162	GO:0007390|GO:0007398|GO:0007417|GO:0007427|GO:0007427|GO:0007517|GO:0007525|GO:0016925|GO:0042440|GO:0061665
161	FBgn0003513	801.085364441891	0.466394975466524	0.109899015424032	4.24385035359049	2.19716901982578e-05	0.00230541978616842	1	ss	spineless	FBgn0003513	NM_001170158	41988	GO:0000122|GO:0000976|GO:0000981|GO:0004879|GO:0005634|GO:0005634|GO:0005829|GO:0006357|GO:0006805|GO:0007469|GO:0007613|GO:0008049|GO:0010092|GO:0034751|GO:0036011|GO:0045466|GO:0045676|GO:0046982|GO:0048800|GO:0048814
162	FBgn0003520	8968.07049112321	-0.273570088412378	0.0587551029269627	-4.65610772144247	3.22243377069632e-06	0.000540113379800087	-1	stau	staufen	FBgn0003520	NM_001169714	37065	GO:0000932|GO:0003723|GO:0003725|GO:0003725|GO:0003725|GO:0003729|GO:0003729|GO:0003730|GO:0005515|GO:0005737|GO:0005886|GO:0005938|GO:0006403|GO:0007281|GO:0007315|GO:0007316|GO:0007317|GO:0007318|GO:0007616|GO:0008298|GO:0008298|GO:0008595|GO:0009925|GO:0010494|GO:0010606|GO:0016324|GO:0035418|GO:0035418|GO:0043005|GO:0043025|GO:0043025|GO:0045167|GO:0045177|GO:0045179|GO:0045180|GO:0045450|GO:0045887|GO:0046011|GO:0048477|GO:0060293|GO:0061803|GO:0071212|GO:0071598|GO:0098964|GO:1990124|GO:1990124
163	FBgn0003557	4071.45015048214	0.209583686642835	0.0587303408969059	3.56857602803181	0.000358926703624935	0.0183095179327408	1	Su(dx)	Suppressor of deltex	FBgn0003557	NM_001272969	33379	GO:0000209|GO:0004842|GO:0005112|GO:0005737|GO:0005737|GO:0005938|GO:0006622|GO:0008586|GO:0008586|GO:0008587|GO:0016348|GO:0016348|GO:0016567|GO:0016567|GO:0019915|GO:0031623|GO:0032880|GO:0035209|GO:0035331|GO:0043161|GO:0045463|GO:0045746|GO:0045746|GO:0045879|GO:0048190|GO:0061630
164	FBgn0003559	1645.35650390247	-0.379883369212721	0.113335043362256	-3.35186150675823	0.00080270163079858	0.0306608494228171	-1	su(f)	suppressor of forked	FBgn0003559	NM_001015241	3354994	GO:0003729|GO:0005634|GO:0005848|GO:0031123|GO:0031124|GO:1903220
165	FBgn0003607	2074.42274649134	-0.19903654155752	0.0621778485370511	-3.20108440932813	0.0013691141828751	0.0424754510677548	-1	Su(var)205	Suppressor of variegation 205	FBgn0003607	NM_057407	34119	GO:0000122|GO:0000182|GO:0000278|GO:0000723|GO:0000775|GO:0000779|GO:0000781|GO:0000791|GO:0000792|GO:0000792|GO:0000793|GO:0003682|GO:0003682|GO:0003682|GO:0003696|GO:0003723|GO:0003729|GO:0005515|GO:0005634|GO:0005694|GO:0005700|GO:0005701|GO:0005703|GO:0005721|GO:0005721|GO:0006325|GO:0006355|GO:0010369|GO:0010629|GO:0010629|GO:0031060|GO:0031507|GO:0031507|GO:0031507|GO:0031508|GO:0034773|GO:0035064|GO:0035064|GO:0042393|GO:0042981|GO:0045892|GO:0045893|GO:0051276|GO:0090309|GO:1900111|GO:1900111
166	FBgn0003656	6369.11249703498	0.150057213679113	0.0449557005711782	3.33789067398757	0.000844169568132366	0.0309932599998296	1	sws	swiss cheese	FBgn0003656	NM_078520	31716	GO:0004622|GO:0004622|GO:0005515|GO:0005737|GO:0005783|GO:0005789|GO:0005886|GO:0006643|GO:0006644|GO:0007272|GO:0007608|GO:0034236|GO:0034349|GO:0045494|GO:0046470|GO:0051402|GO:0061024|GO:0072657|GO:2000480
167	FBgn0004362	1989.20968984294	-0.280384362122117	0.089597600932857	-3.12937354575188	0.00175179454838834	0.04938704790233	-1	HmgD	High mobility group protein D	FBgn0004362	NM_001169773	37481	GO:0000785|GO:0003677|GO:0003680|GO:0005634|GO:0006325|GO:0006357|GO:0008301|GO:0008301
168	FBgn0004370	2955.37495751343	0.195032202862354	0.0555053959627637	3.51375212228362	0.000441824900900939	0.0211977404127417	1	Ptp10D	Protein tyrosine phosphatase 10D	FBgn0004370	NM_001144715	32115	GO:0004725|GO:0005001|GO:0006470|GO:0006470|GO:0006470|GO:0007411|GO:0007411|GO:0007417|GO:0007424|GO:0007616|GO:0008045|GO:0030424|GO:0030948|GO:0040037|GO:0042059|GO:0045177|GO:0060446
169	FBgn0004449	9190.53895733755	0.166013589295842	0.0507000705184567	3.27442521476192	0.0010587715991252	0.035492224047558	1	Ten-m	Tenascin major	FBgn0004449	NM_001104191	40464	GO:0001745|GO:0001941|GO:0005515|GO:0005886|GO:0005887|GO:0007274|GO:0008039|GO:0008039|GO:0008045|GO:0008045|GO:0016200|GO:0022416|GO:0031005|GO:0031012|GO:0031122|GO:0031594|GO:0034110|GO:0034110|GO:0034116|GO:0040017|GO:0042051|GO:0042802|GO:0042803|GO:0043025|GO:0045211|GO:0045467|GO:0046982|GO:0048058|GO:0048499|GO:0048790|GO:0050808|GO:0051124|GO:0097090|GO:2000331
170	FBgn0004509	4572.01955811855	0.17995910410395	0.042368762840638	4.24744769586102	2.16219621387786e-05	0.00229956394079561	1	Fur1	Furin 1	FBgn0004509	NM_001276024	47220	GO:0001941|GO:0004252|GO:0004252|GO:0004252|GO:0005802|GO:0005886|GO:0005886|GO:0008039|GO:0016020|GO:0016485|GO:0016486|GO:0030173|GO:0097090|GO:0097688
171	FBgn0004516	11432.8098333075	0.434487318796762	0.133839127748903	3.2463400360163	0.00116899122252219	0.0380056977497017	1	Gad1	Glutamic acid decarboxylase 1	FBgn0004516	NM_001274467	38484	GO:0004351|GO:0004351|GO:0004351|GO:0004351|GO:0005737|GO:0005829|GO:0006538|GO:0007416|GO:0007528|GO:0008345|GO:0008355|GO:0009449|GO:0009449|GO:0009449|GO:0009612|GO:0016831|GO:0030170|GO:0045213
172	FBgn0004577	56.0125101713412	4.88339273457419	1.29772532340419	3.7630403341164	0.00016786011619545	0.0105165177651382	1	Pxd	Peroxidase	FBgn0004577	NM_001170162	2768671	GO:0004601|GO:0004601|GO:0006979|GO:0007306|GO:0018149|GO:0018212|GO:0020037|GO:0042600
